concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Create Purchase Requisition,start,Alberto Duport,2011-02-22 04:01:00+00:00,Create Purchase Requisition,Alberto Duport,368,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,complete,Alberto Duport,2011-02-22 04:08:00+00:00,Create Purchase Requisition,Alberto Duport,368,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-02-22 18:23:00+00:00,Analyze Purchase Requisition,Maris Freeman,368,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-02-22 18:28:00+00:00,Analyze Purchase Requisition,Maris Freeman,368,Variant 1,1,Fluxicon Disco
Create Request for Quotation,start,Maris Freeman,2011-02-22 18:35:00+00:00,Create Request for Quotation,Maris Freeman,368,Variant 1,1,Fluxicon Disco
Create Request for Quotation,complete,Maris Freeman,2011-02-22 18:37:00+00:00,Create Request for Quotation,Maris Freeman,368,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-02-25 02:01:00+00:00,Analyze Request for Quotation,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-02-25 02:18:00+00:00,Analyze Request for Quotation,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-02-25 08:52:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-02-25 09:06:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-02-26 08:15:00+00:00,Create Quotation comparison Map,Magdalena Predutta,368,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-02-26 13:42:00+00:00,Create Quotation comparison Map,Magdalena Predutta,368,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,start,Clement Duchot,2011-02-26 20:19:00+00:00,Analyze Quotation Comparison Map,Clement Duchot,368,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Clement Duchot,2011-02-26 20:32:00+00:00,Analyze Quotation Comparison Map,Clement Duchot,368,Variant 1,1,Fluxicon Disco
Choose best option,start,Elvira Lores,2011-02-26 20:32:00+00:00,Choose best option,Elvira Lores,368,Variant 1,1,Fluxicon Disco
Choose best option,complete,Elvira Lores,2011-02-26 20:32:00+00:00,Choose best option,Elvira Lores,368,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-02-27 00:16:00+00:00,Settle Conditions With Supplier,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-02-27 14:41:00+00:00,Settle Conditions With Supplier,Karel de Groot,368,Variant 1,1,Fluxicon Disco
Create Purchase Order,start,Magdalena Predutta,2011-02-28 09:57:00+00:00,Create Purchase Order,Magdalena Predutta,368,Variant 1,1,Fluxicon Disco
Create Purchase Order,complete,Magdalena Predutta,2011-02-28 10:09:00+00:00,Create Purchase Order,Magdalena Predutta,368,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,start,Sean Manney,2011-02-28 15:54:00+00:00,Confirm Purchase Order,Sean Manney,368,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,complete,Sean Manney,2011-02-28 16:15:00+00:00,Confirm Purchase Order,Sean Manney,368,Variant 1,1,Fluxicon Disco
Deliver Goods Services,start,Esmeralda Clay,2011-03-01 19:35:00+00:00,Deliver Goods Services,Esmeralda Clay,368,Variant 1,1,Fluxicon Disco
Deliver Goods Services,complete,Esmeralda Clay,2011-03-03 08:18:00+00:00,Deliver Goods Services,Esmeralda Clay,368,Variant 1,1,Fluxicon Disco
Release Purchase Order,start,Tesca Lobes,2011-03-03 15:36:00+00:00,Release Purchase Order,Tesca Lobes,368,Variant 1,1,Fluxicon Disco
Release Purchase Order,complete,Tesca Lobes,2011-03-03 15:37:00+00:00,Release Purchase Order,Tesca Lobes,368,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,start,Francois de Perrier,2011-03-04 18:21:00+00:00,Approve Purchase Order for payment,Francois de Perrier,368,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,complete,Francois de Perrier,2011-03-04 18:22:00+00:00,Approve Purchase Order for payment,Francois de Perrier,368,Variant 1,1,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-03-05 22:42:00+00:00,Send Invoice,Kiu Kan,368,Variant 1,1,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-03-05 22:42:00+00:00,Send Invoice,Kiu Kan,368,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-03-06 13:13:00+00:00,Release Supplier's Invoice,Pedro Alvares,368,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-03-06 13:17:00+00:00,Release Supplier's Invoice,Pedro Alvares,368,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-03-06 13:17:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,368,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-03-06 13:17:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,368,Variant 1,1,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-03-06 13:44:00+00:00,Pay Invoice,Pedro Alvares,368,Variant 1,1,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-03-06 13:58:00+00:00,Pay Invoice,Pedro Alvares,368,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,start,Clement Duchot,2011-02-22 10:31:00+00:00,Create Purchase Requisition,Clement Duchot,370,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,complete,Clement Duchot,2011-02-22 11:05:00+00:00,Create Purchase Requisition,Clement Duchot,370,Variant 5,5,Fluxicon Disco
Create Request for Quotation,start,Anna Kaufmann,2011-02-22 18:51:00+00:00,Create Request for Quotation,Anna Kaufmann,370,Variant 5,5,Fluxicon Disco
Create Request for Quotation,complete,Anna Kaufmann,2011-02-22 19:00:00+00:00,Create Request for Quotation,Anna Kaufmann,370,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-03-09 01:13:00+00:00,Analyze Request for Quotation,Karel de Groot,370,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-03-09 01:48:00+00:00,Analyze Request for Quotation,Karel de Groot,370,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,start,Esmana Liubiata,2011-02-22 18:59:00+00:00,Create Purchase Requisition,Esmana Liubiata,371,Variant 9,9,Fluxicon Disco
Create Purchase Requisition,complete,Esmana Liubiata,2011-02-22 19:05:00+00:00,Create Purchase Requisition,Esmana Liubiata,371,Variant 9,9,Fluxicon Disco
Create Request for Quotation,start,Nico Ojenbeer,2011-02-22 22:13:00+00:00,Create Request for Quotation,Nico Ojenbeer,371,Variant 9,9,Fluxicon Disco
Create Request for Quotation,complete,Nico Ojenbeer,2011-02-22 22:23:00+00:00,Create Request for Quotation,Nico Ojenbeer,371,Variant 9,9,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-02-26 02:30:00+00:00,Analyze Request for Quotation,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-02-26 02:51:00+00:00,Analyze Request for Quotation,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-02-27 04:44:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-02-27 05:06:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Create Quotation comparison Map,start,Francois de Perrier,2011-02-28 05:28:00+00:00,Create Quotation comparison Map,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Create Quotation comparison Map,complete,Francois de Perrier,2011-02-28 07:34:00+00:00,Create Quotation comparison Map,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Analyze Quotation Comparison Map,start,Nico Ojenbeer,2011-02-28 13:56:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,371,Variant 9,9,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Nico Ojenbeer,2011-02-28 14:10:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,371,Variant 9,9,Fluxicon Disco
Choose best option,start,Clement Duchot,2011-02-28 14:10:00+00:00,Choose best option,Clement Duchot,371,Variant 9,9,Fluxicon Disco
Choose best option,complete,Clement Duchot,2011-02-28 14:10:00+00:00,Choose best option,Clement Duchot,371,Variant 9,9,Fluxicon Disco
Settle Conditions With Supplier,start,Francois de Perrier,2011-02-28 23:55:00+00:00,Settle Conditions With Supplier,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Settle Conditions With Supplier,complete,Francois de Perrier,2011-03-01 09:55:00+00:00,Settle Conditions With Supplier,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Create Purchase Order,start,Francois de Perrier,2011-03-02 04:52:00+00:00,Create Purchase Order,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Create Purchase Order,complete,Francois de Perrier,2011-03-02 05:03:00+00:00,Create Purchase Order,Francois de Perrier,371,Variant 9,9,Fluxicon Disco
Confirm Purchase Order,start,Carmen Finacse,2011-03-03 11:40:00+00:00,Confirm Purchase Order,Carmen Finacse,371,Variant 9,9,Fluxicon Disco
Confirm Purchase Order,complete,Carmen Finacse,2011-03-03 11:59:00+00:00,Confirm Purchase Order,Carmen Finacse,371,Variant 9,9,Fluxicon Disco
Deliver Goods Services,start,Sean Manney,2011-03-04 16:25:00+00:00,Deliver Goods Services,Sean Manney,371,Variant 9,9,Fluxicon Disco
Deliver Goods Services,complete,Sean Manney,2011-03-06 10:12:00+00:00,Deliver Goods Services,Sean Manney,371,Variant 9,9,Fluxicon Disco
Release Purchase Order,start,Anna Kaufmann,2011-03-06 17:52:00+00:00,Release Purchase Order,Anna Kaufmann,371,Variant 9,9,Fluxicon Disco
Release Purchase Order,complete,Anna Kaufmann,2011-03-06 17:53:00+00:00,Release Purchase Order,Anna Kaufmann,371,Variant 9,9,Fluxicon Disco
Approve Purchase Order for payment,start,Karel de Groot,2011-03-07 05:29:00+00:00,Approve Purchase Order for payment,Karel de Groot,371,Variant 9,9,Fluxicon Disco
Approve Purchase Order for payment,complete,Karel de Groot,2011-03-07 05:30:00+00:00,Approve Purchase Order for payment,Karel de Groot,371,Variant 9,9,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-03-07 23:30:00+00:00,Send Invoice,Kiu Kan,371,Variant 9,9,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-03-07 23:30:00+00:00,Send Invoice,Kiu Kan,371,Variant 9,9,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-03-08 13:43:00+00:00,Release Supplier's Invoice,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-03-08 13:48:00+00:00,Release Supplier's Invoice,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Settle Dispute With Supplier,start,Pedro Alvares,2011-03-08 14:32:00+00:00,Settle Dispute With Supplier,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Settle Dispute With Supplier,complete,Pedro Alvares,2011-03-08 15:04:00+00:00,Settle Dispute With Supplier,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-03-08 15:04:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-03-08 15:04:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,371,Variant 9,9,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-03-08 15:53:00+00:00,Pay Invoice,Karalda Nimwada,371,Variant 9,9,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-03-08 16:07:00+00:00,Pay Invoice,Karalda Nimwada,371,Variant 9,9,Fluxicon Disco
Create Purchase Requisition,start,Clement Duchot,2011-02-22 23:15:00+00:00,Create Purchase Requisition,Clement Duchot,372,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,complete,Clement Duchot,2011-02-22 23:46:00+00:00,Create Purchase Requisition,Clement Duchot,372,Variant 2,2,Fluxicon Disco
Create Request for Quotation,start,Nico Ojenbeer,2011-02-23 08:01:00+00:00,Create Request for Quotation,Nico Ojenbeer,372,Variant 2,2,Fluxicon Disco
Create Request for Quotation,complete,Nico Ojenbeer,2011-02-23 08:13:00+00:00,Create Request for Quotation,Nico Ojenbeer,372,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-02-25 04:17:00+00:00,Analyze Request for Quotation,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-02-25 04:41:00+00:00,Analyze Request for Quotation,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-02-27 03:33:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,372,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-02-27 04:00:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,372,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-02-28 07:38:00+00:00,Create Quotation comparison Map,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-02-28 11:26:00+00:00,Create Quotation comparison Map,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,start,Penn Osterwalder,2011-02-28 18:12:00+00:00,Analyze Quotation Comparison Map,Penn Osterwalder,372,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Penn Osterwalder,2011-02-28 18:45:00+00:00,Analyze Quotation Comparison Map,Penn Osterwalder,372,Variant 2,2,Fluxicon Disco
Choose best option,start,Fjodor Kowalski,2011-02-28 18:45:00+00:00,Choose best option,Fjodor Kowalski,372,Variant 2,2,Fluxicon Disco
Choose best option,complete,Fjodor Kowalski,2011-02-28 18:45:00+00:00,Choose best option,Fjodor Kowalski,372,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,start,Magdalena Predutta,2011-02-28 21:48:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,372,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-03-01 05:46:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,372,Variant 2,2,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-03-02 06:14:00+00:00,Create Purchase Order,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-03-02 06:24:00+00:00,Create Purchase Order,Karel de Groot,372,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,start,Karen Clarens,2011-03-03 22:58:00+00:00,Confirm Purchase Order,Karen Clarens,372,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,complete,Karen Clarens,2011-03-03 23:13:00+00:00,Confirm Purchase Order,Karen Clarens,372,Variant 2,2,Fluxicon Disco
Deliver Goods Services,start,Kiu Kan,2011-03-04 17:13:00+00:00,Deliver Goods Services,Kiu Kan,372,Variant 2,2,Fluxicon Disco
Deliver Goods Services,complete,Kiu Kan,2011-03-04 23:40:00+00:00,Deliver Goods Services,Kiu Kan,372,Variant 2,2,Fluxicon Disco
Release Purchase Order,start,Kim Passa,2011-03-05 07:43:00+00:00,Release Purchase Order,Kim Passa,372,Variant 2,2,Fluxicon Disco
Release Purchase Order,complete,Kim Passa,2011-03-05 07:44:00+00:00,Release Purchase Order,Kim Passa,372,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-03-05 13:34:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,372,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-03-05 13:35:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,372,Variant 2,2,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-03-07 23:30:00+00:00,Send Invoice,Kiu Kan,372,Variant 2,2,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-03-07 23:30:00+00:00,Send Invoice,Kiu Kan,372,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,start,Karalda Nimwada,2011-03-08 13:44:00+00:00,Release Supplier's Invoice,Karalda Nimwada,372,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,complete,Karalda Nimwada,2011-03-08 13:49:00+00:00,Release Supplier's Invoice,Karalda Nimwada,372,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-03-08 13:49:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,372,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-03-08 13:49:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,372,Variant 2,2,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-03-08 14:32:00+00:00,Pay Invoice,Karalda Nimwada,372,Variant 2,2,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-03-08 14:42:00+00:00,Pay Invoice,Karalda Nimwada,372,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,start,Anne Olwada,2011-02-23 00:23:00+00:00,Create Purchase Requisition,Anne Olwada,374,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,complete,Anne Olwada,2011-02-23 00:49:00+00:00,Create Purchase Requisition,Anne Olwada,374,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-02-24 01:44:00+00:00,Analyze Purchase Requisition,Maris Freeman,374,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-02-24 01:49:00+00:00,Analyze Purchase Requisition,Maris Freeman,374,Variant 1,1,Fluxicon Disco
Create Request for Quotation,start,Francis Odell,2011-02-24 01:57:00+00:00,Create Request for Quotation,Francis Odell,374,Variant 1,1,Fluxicon Disco
Create Request for Quotation,complete,Francis Odell,2011-02-24 01:58:00+00:00,Create Request for Quotation,Francis Odell,374,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-02-28 20:51:00+00:00,Analyze Request for Quotation,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-02-28 21:26:00+00:00,Analyze Request for Quotation,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-03-02 05:50:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-03-02 06:13:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,start,Francois de Perrier,2011-03-02 15:49:00+00:00,Create Quotation comparison Map,Francois de Perrier,374,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,complete,Francois de Perrier,2011-03-02 19:56:00+00:00,Create Quotation comparison Map,Francois de Perrier,374,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,start,Christian Francois,2011-03-03 03:02:00+00:00,Analyze Quotation Comparison Map,Christian Francois,374,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Christian Francois,2011-03-03 03:25:00+00:00,Analyze Quotation Comparison Map,Christian Francois,374,Variant 1,1,Fluxicon Disco
Choose best option,start,Kim Passa,2011-03-03 03:25:00+00:00,Choose best option,Kim Passa,374,Variant 1,1,Fluxicon Disco
Choose best option,complete,Kim Passa,2011-03-03 03:25:00+00:00,Choose best option,Kim Passa,374,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,start,Magdalena Predutta,2011-03-03 20:18:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,374,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-03-04 09:36:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,374,Variant 1,1,Fluxicon Disco
Create Purchase Order,start,Francois de Perrier,2011-03-04 11:45:00+00:00,Create Purchase Order,Francois de Perrier,374,Variant 1,1,Fluxicon Disco
Create Purchase Order,complete,Francois de Perrier,2011-03-04 11:57:00+00:00,Create Purchase Order,Francois de Perrier,374,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,start,Kiu Kan,2011-03-05 22:19:00+00:00,Confirm Purchase Order,Kiu Kan,374,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,complete,Kiu Kan,2011-03-05 22:42:00+00:00,Confirm Purchase Order,Kiu Kan,374,Variant 1,1,Fluxicon Disco
Deliver Goods Services,start,Esmeralda Clay,2011-03-06 21:26:00+00:00,Deliver Goods Services,Esmeralda Clay,374,Variant 1,1,Fluxicon Disco
Deliver Goods Services,complete,Esmeralda Clay,2011-03-08 03:11:00+00:00,Deliver Goods Services,Esmeralda Clay,374,Variant 1,1,Fluxicon Disco
Release Purchase Order,start,Anne Olwada,2011-03-08 10:53:00+00:00,Release Purchase Order,Anne Olwada,374,Variant 1,1,Fluxicon Disco
Release Purchase Order,complete,Anne Olwada,2011-03-08 10:54:00+00:00,Release Purchase Order,Anne Olwada,374,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,start,Karel de Groot,2011-03-08 19:05:00+00:00,Approve Purchase Order for payment,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,complete,Karel de Groot,2011-03-08 19:06:00+00:00,Approve Purchase Order for payment,Karel de Groot,374,Variant 1,1,Fluxicon Disco
Send Invoice,start,Sean Manney,2011-03-10 20:24:00+00:00,Send Invoice,Sean Manney,374,Variant 1,1,Fluxicon Disco
Send Invoice,complete,Sean Manney,2011-03-10 20:24:00+00:00,Send Invoice,Sean Manney,374,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-03-11 10:33:00+00:00,Release Supplier's Invoice,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-03-11 10:36:00+00:00,Release Supplier's Invoice,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-03-11 10:36:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-03-11 10:36:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-03-11 11:10:00+00:00,Pay Invoice,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-03-11 11:18:00+00:00,Pay Invoice,Pedro Alvares,374,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,start,Clement Duchot,2011-02-23 01:10:00+00:00,Create Purchase Requisition,Clement Duchot,375,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,complete,Clement Duchot,2011-02-23 01:15:00+00:00,Create Purchase Requisition,Clement Duchot,375,Variant 2,2,Fluxicon Disco
Create Request for Quotation,start,Christian Francois,2011-02-23 08:24:00+00:00,Create Request for Quotation,Christian Francois,375,Variant 2,2,Fluxicon Disco
Create Request for Quotation,complete,Christian Francois,2011-02-23 08:37:00+00:00,Create Request for Quotation,Christian Francois,375,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-02-25 11:43:00+00:00,Analyze Request for Quotation,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-02-25 11:56:00+00:00,Analyze Request for Quotation,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-02-26 03:14:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,375,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-02-26 03:35:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,375,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-02-26 08:24:00+00:00,Create Quotation comparison Map,Karel de Groot,375,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-02-26 09:02:00+00:00,Create Quotation comparison Map,Karel de Groot,375,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,start,Alberto Duport,2011-02-26 15:04:00+00:00,Analyze Quotation Comparison Map,Alberto Duport,375,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Alberto Duport,2011-02-26 15:15:00+00:00,Analyze Quotation Comparison Map,Alberto Duport,375,Variant 2,2,Fluxicon Disco
Choose best option,start,Nico Ojenbeer,2011-02-26 15:15:00+00:00,Choose best option,Nico Ojenbeer,375,Variant 2,2,Fluxicon Disco
Choose best option,complete,Nico Ojenbeer,2011-02-26 15:15:00+00:00,Choose best option,Nico Ojenbeer,375,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,start,Francois de Perrier,2011-02-27 17:21:00+00:00,Settle Conditions With Supplier,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,complete,Francois de Perrier,2011-02-28 05:02:00+00:00,Settle Conditions With Supplier,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Create Purchase Order,start,Francois de Perrier,2011-02-28 09:18:00+00:00,Create Purchase Order,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Create Purchase Order,complete,Francois de Perrier,2011-02-28 09:28:00+00:00,Create Purchase Order,Francois de Perrier,375,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,start,Sean Manney,2011-02-28 15:45:00+00:00,Confirm Purchase Order,Sean Manney,375,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,complete,Sean Manney,2011-02-28 15:54:00+00:00,Confirm Purchase Order,Sean Manney,375,Variant 2,2,Fluxicon Disco
Deliver Goods Services,start,Carmen Finacse,2011-03-03 12:14:00+00:00,Deliver Goods Services,Carmen Finacse,375,Variant 2,2,Fluxicon Disco
Deliver Goods Services,complete,Carmen Finacse,2011-03-04 03:45:00+00:00,Deliver Goods Services,Carmen Finacse,375,Variant 2,2,Fluxicon Disco
Release Purchase Order,start,Penn Osterwalder,2011-03-04 11:23:00+00:00,Release Purchase Order,Penn Osterwalder,375,Variant 2,2,Fluxicon Disco
Release Purchase Order,complete,Penn Osterwalder,2011-03-04 11:24:00+00:00,Release Purchase Order,Penn Osterwalder,375,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-03-04 19:06:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,375,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-03-04 19:07:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,375,Variant 2,2,Fluxicon Disco
Send Invoice,start,Sean Manney,2011-03-10 17:59:00+00:00,Send Invoice,Sean Manney,375,Variant 2,2,Fluxicon Disco
